1,20-07-2014 17:08,30,43,23.4,65,20.9,948.0,13.3,19.4,NW,1029.7,14.1,18.7,0.0,0.0,0.0,0.0,0.0,3,3
2,20-07-2014 17:38,30,43,23.5,62,21.9,948.5,17.3,34.2,W,1030.2,14.3,19.2,0.0,0.0,0.0,0.0,0.0,3,5
3,20-07-2014 18:08,30,43,23.6,64,22.0,948.8,15.8,23.4,W,1030.5,14.9,19.5,0.0,0.0,0.0,0.0,0.0,3,4
4,20-07-2014 18:38,30,42,23.7,67,20.4,948.9,8.6,15.8,NW,1030.6,14.1,19.3,0.0,0.0,0.0,0.0,0.0,2,3
5,20-07-2014 19:08,30,42,23.5,73,19.9,949.1,7.2,12.2,W,1030.8,14.9,19.3,0.0,0.0,0.0,0.0,0.0,2,3
6,20-07-2014 19:38,30,43,23.8,64,21.7,949.3,3.6,7.2,W,1031.0,14.6,21.7,0.0,0.0,0.0,0.0,0.0,1,2
7,20-07-2014 20:08,30,43,23.8,71,19.5,949.5,5.0,15.8,NW,1031.2,14.1,19.5,0.0,0.0,0.0,0.0,0.0,1,3
8,20-07-2014 20:38,30,42,23.6,70,18.9,949.8,9.7,14.8,NW,1031.5,13.3,17.3,0.0,0.0,0.0,0.0,0.0,2,3
9,20-07-2014 21:08,30,42,23.5,73,18.4,950.1,3.6,7.2,NW,1031.8,13.5,18.4,0.0,0.0,0.0,0.0,0.0,1,2
10,20-07-2014 21:38,30,41,23.3,77,17.3,950.5,8.6,12.2,W,1032.2,13.3,15.9,0.0,0.0,0.0,0.0,0.0,2,3
11,20-07-2014 22:08,30,42,23.1,79,16.8,950.8,0.0,3.6,N,1032.5,13.2,16.8,0.0,0.0,0.0,0.0,0.0,0,1
12,20-07-2014 22:38,30,43,23.1,77,16.7,951.3,3.6,5.0,SW,1033.0,12.7,16.7,0.0,0.0,0.0,0.0,0.0,1,1
13,20-07-2014 23:08,30,44,23.1,77,16.5,951.6,0.0,0.0,W,1033.3,12.5,16.5,0.0,0.0,0.0,0.0,0.0,0,0
14,20-07-2014 23:38,30,44,23.1,78,16.3,951.8,0.0,3.6,SW,1033.5,12.5,16.3,0.0,0.0,0.0,0.0,0.0,0,1
15,21-07-2014 00:08,30,44,23.1,80,16.1,951.9,1.1,7.2,E,1033.6,12.7,16.1,0.0,0.0,0.0,0.0,0.0,1,2
16,21-07-2014 00:38,30,45,23.1,83,15.4,951.9,1.1,2.5,S,1033.6,12.5,15.4,0.0,0.0,0.0,0.0,0.0,1,1
